Sample,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Acid digest T (°C),Temperature,Acid correction factor,Reference
JH-07,-5.93 ,-7.06 ,,0.638 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
JH-07,-5.94 ,-7.13 ,,0.624 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
JH-12a,-6.48 ,-7.10 ,,0.628 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
JH-12a,-6.76 ,-6.92 ,,0.620 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klc-002,-9.17 ,-7.96 ,,0.586 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klc-002,-9.23 ,-7.83 ,,0.592 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp03-01,-6.75 ,-7.16 ,,0.555 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp03-01,-6.74 ,-6.87 ,,0.592 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp06-01,-8.77 ,-7.61 ,,0.590 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp06-01,-8.77 ,-7.64 ,,0.592 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp07-01,-8.81 ,-7.35 ,,0.568 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp07-01,-8.83 ,-7.33 ,,0.554 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp11-01,-9.20 ,-8.17 ,,0.568 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp11-01,-9.20 ,-8.21 ,,0.567 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp13-01,-9.99 ,-5.84 ,,0.593 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp13-01,-10.00 ,-5.89 ,,0.616 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp14-01,-9.83 ,-5.53 ,,0.578 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp14-01,-9.75 ,-5.48 ,,0.575 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp15-01,-11.21 ,-7.11 ,,0.570 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp15-01,-11.16 ,-7.10 ,,0.575 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp17-01,-10.27 ,-6.94 ,,0.587 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp17-01,-10.30 ,-7.11 ,,0.568 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp20-01,-9.61 ,-7.04 ,,0.575 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
klp20-01,-9.61 ,-6.97 ,,0.604 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-28,-5.03 ,-11.84 ,,0.620 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-28,-5.09 ,-12.05 ,,0.613 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-29,-7.90 ,-11.65 ,,0.573 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-29,-7.84 ,-11.71 ,,0.592 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-29,-7.87 ,-11.60 ,,0.586 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-54,-6.60 ,-13.83 ,,0.592 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-54,-6.60 ,-11.15 ,,0.686 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-54,-6.58 ,-13.84 ,,0.581 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-55,-7.11 ,-12.98 ,,0.571 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
Sk-55,-6.96 ,-12.79 ,,0.596 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
SK-55,-7.09 ,-13.05 ,,0.583 ,90,,0.082,"Zhang, L.M., Wang, C.S., Cao, K., Wang, Q., Tan, J., Gao, Y., 2016. High elevation of Jiaolai Basin during the Late Cretaceous: Implication for the coastal mountains along the East Asian margin. Earth and Planetary Science Letters 456, 112-123."
TP 062207 PL 35 FT,0.69 ,-11.48 ,NA,0.739 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP 062207 PL 35 FT,0.67 ,-11.28 ,NA,0.741 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP 062207 PL 35 FT,0.65 ,-11.48 ,NA,0.715 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP 180711-0:65 PL 65ft,0.96 ,-10.42 ,NA,0.740 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP 180711-0:65 PL 65ft,0.99 ,-10.37 ,NA,0.747 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP 180711-0.65 PL 65 FT,0.99 ,-10.54 ,NA,0.757 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP1707 11-81APL85 85ft,0.47 ,-10.75 ,NA,0.742 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP1707 11-81APL85 85ft,0.45 ,-10.68 ,NA,0.740 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
TP1707 11-81APL85 85ft,0.40 ,-10.47 ,NA,0.742 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
2000806 28D PV deep mound 55 m,-0.30 ,-10.03 ,NA,0.745 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
2000806 28D PV deep mound 55 m,-0.34 ,-9.90 ,NA,0.782 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
2000806 28D PV deep mound 55 m,-0.34 ,-9.90 ,NA,0.744 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
KC 220711-35D 35 FEET,-2.44 ,-16.67 ,NA,0.720 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
KC 220711-35D 35 FEET,-2.40 ,-16.63 ,NA,0.729 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
KC 220711-35D 35 FEET,-2.47 ,-16.68 ,NA,0.744 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
KL 2007 11-65B 68 feet,-1.04 ,-12.61 ,NA,0.766 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
KL 2007 11-65B 68 feet,-1.15 ,-12.62 ,NA,0.752 ,90,,0.092,"Petryshyn, V.A., Lim, D., Laval, B.L., Brady, A., Slater, G., Tripati, A.K., 2015. Reconstruction of limnology and microbialite formation conditions from carbonate clumped isotope thermometry. Geobiology 13, 53-67."
2012_LA_1A1,-8.84 ,-5.01 ,NA,0.692 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_1A2,-8.82 ,-5.01 ,NA,0.664 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_1A3,-8.96 ,-4.90 ,NA,0.698 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_2A1,-8.91 ,-4.71 ,NA,0.710 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_2A2,-7.47 ,-8.40 ,NA,0.696 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_3A2,-8.84 ,-3.79 ,NA,0.716 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_3A3,-8.78 ,-4.19 ,NA,0.677 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
2012_LA_3A4,-8.88 ,-4.15 ,NA,0.699 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
HC_CC_A_1,-5.35 ,-17.96 ,NA,0.699 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
HC_CC_A1,-5.30 ,-17.89 ,NA,0.689 ,90,,0.08,"Tobin, T.S., Wilson, G.P., Eiler, J.M., Hartman, J.H., 2014. Environmental change across a terrestrial Cretaceous-Paleogene boundary section in eastern Montana, USA, constrained by carbonate clumped isotope paleothermometry. Geology 42, 351-354."
