#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
2374,claim,4715407190,35,a friend read  online a claim that snakes can predict earthquakes,not verified,active,473792,42800,6585,732,92
2375,claim,1850013409,56,a friend read  online a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,banned,986459,423574,87446,8390,5295
2376,claim,3014641471,27,a friend read  online a claim that technicolored squirrels roam the lands of southern india,not verified,active,910683,201216,23532,331,153
2377,claim,4175671254,41,a friend read  online a claim that honeybees can recognize human faces,not verified,under review,444230,67896,23364,1596,218
2378,claim,2017224865,42,a friend read  online a claim that mice typically only live for 6 months in the wild,not verified,banned,224506,65622,19920,108,60
2379,claim,1737492210,53,a friend read  online a claim that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,banned,293817,90995,17365,738,162
2380,claim,9742253508,17,a friend read  online a claim that lightning strikes somewhere on earth about 100 times every second,not verified,under review,308572,196488,70408,3121,1495
2381,claim,7031653022,16,a friend read  online a claim that there are 366 dimples on a regulation golf ball,not verified,active,78688,45009,12304,974,148
2382,claim,9195539301,7,a friend read  online a claim that redwoods are the tallest trees,not verified,active,337746,18275,5392,254,7
2383,claim,4260704837,10,a friend read  on an internet forum that humans will live on mars by 2035,not verified,active,238796,116801,8449,2233,791
2384,claim,9800397166,33,a friend read  on an internet forum that we will all fly with individual jetpacks by 2032,not verified,active,773368,184261,52132,126,34
2385,claim,9481449197,10,a friend read  on an internet forum that nucelear fission is now being used to produce electricity,not verified,banned,577689,233179,68342,2064,840
2386,claim,9803565435,9,a friend read  on an internet forum that damascus is the oldest continuously inhabited city in the world,not verified,banned,474490,259223,6955,4092,941
2387,claim,1680678925,53,a friend read  on an internet forum that there are about 582 million entrepreneurs in the world,not verified,active,885971,558711,69055,7136,2784
2388,claim,4650760418,57,a friend read  on an internet forum that seventy percent of small businesses are owned and operated by a single person.,not verified,banned,188032,48422,12480,150,92
2389,claim,1601135275,13,"a friend read  on an internet forum that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,136431,79723,354,1639,1011
2390,claim,8397138493,16,a friend read  on an internet forum that mobile phone use in india is nearly 100%,not verified,banned,208469,20454,3737,167,22
2391,claim,1899719569,19,a friend read  on an internet forum that more businesses will be owned by women than men by 2045,not verified,active,119194,10338,4078,111,16
2392,claim,9288394715,8,a friend read  on an internet forum that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,492852,137375,307,718,242
2393,claim,2708192674,19,a friend read  on an internet forum that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,active,839239,201773,14145,3073,1431
2394,claim,6732239706,26,a friend read  on an internet forum that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,985473,186728,74415,552,61
2395,claim,7832902902,50,a friend read  on an internet forum that the car radio was first introduced in 1922,not verified,under review,370903,217801,67449,4532,1746
2396,claim,9688563979,16,a friend read  on an internet forum that the automotive industry employs about 9.9 million americans,not verified,active,677894,21054,1428,80,24
2397,claim,6849096518,26,a friend read  on an internet forum that the oldest playable musical instruments were found in china,not verified,active,802339,289000,65005,332,155
2398,claim,5910839436,13,a friend read  on an internet forum that vinyl record sales now surpass compact disc sales,not verified,under review,85575,47151,4074,990,498
2399,claim,7326391884,15,"a friend read  on an internet forum that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,776389,132984,5484,889,513
2400,claim,4446909442,18,"a friend read  on an internet forum that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,413232,46474,7594,41,8
2401,claim,4835144143,59,a friend read  on an internet forum that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,340236,154289,14249,3576,366
2402,claim,2922129133,11,"a friend read  on an internet forum that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,under review,901474,9785,1745,53,27
2403,claim,6905161942,7,a friend read  on an internet forum that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,311337,61715,4813,1390,436
2404,claim,8585159871,47,"a friend read  on an internet forum that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,under review,405241,249826,97783,50,26
2405,claim,6220211741,48,a friend read  on an internet forum that the concorde was the fastest passenger jet ever,not verified,active,377119,161993,31922,3908,1767
2406,claim,7729113897,14,a friend read  on an internet forum that there are currently over 300 cruise ships operating around the world,not verified,active,547232,343614,84768,4966,2844
2407,claim,8660282567,40,"a friend read  on an internet forum that a common garden snail has over 12,000 teeth",not verified,under review,965501,7560,1259,7,4
2408,claim,8474913258,30,a friend read  on an internet forum that koalas sleep up to 22 hours per day,not verified,banned,143480,60016,17159,1299,479
2409,claim,1434510000,52,a friend read  on an internet forum that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,831306,247693,97702,4016,179
2410,claim,1771194189,30,a friend read  on an internet forum that the hottest planet in our solar system is venus.,not verified,active,520845,79393,17351,70,34
2411,claim,8155904278,58,a friend read  on an internet forum that neptune radiates more heat than it gets from the sun,not verified,active,868763,559276,115761,6492,30
2412,claim,2052287858,22,a friend read  on an internet forum that australia is wider than the moon,not verified,active,942530,564151,75539,13231,1157
