Authors,Title,Publication,Volume,Number,Pages,Year,Publisher
"Chahine, Nicolas; Conde, Marcos V; Carfora, Daniela; Pacianotto, Gabriel; Pochon, Benoit; Ferradans, Sira; Timofte, Radu; Duan, Zhichao; Xu, Xinrui; Huang, Yipo; ",Deep portrait quality assessment. a NTIRE 2024 challenge survey,Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,6732-6744,2024,
"Hu, Menghan; Zhao, Bailiang; Li, Qingli; Zhai, Guangtao; Ai, Jin; Huang, Senli; Tang, Yuting; Sun, Wendell Q; Yang, Simon X; ",Hyperspectral tracking of in situ tissue regeneration and remodeling in a rationally designed biological scaffold in a rat subcutaneous model,IEEE Transactions on Instrumentation and Measurement,73,,1-10,2024,IEEE
"Zhang, Kaixun; Chen, Yuzhen; Luo, Ji-Feng; Hu, Menghan; An, Xudong; Zhai, Guangtao; Zhang, Xiao-Ping; ",Human-Centered Financial Signal Processing: A Case Study on Stock Chart Analysis,International Forum on Digital TV and Wireless Multimedia Communications,,,187-198,2023,Springer Nature Singapore Singapore
"Liu, Yun; Wen, Zhipeng; Li, Sifan; Fan, Daoxin; Zhai, Guangtao; ",Image aesthetics assessment based on visual perception and textual semantic understanding,International Forum on Digital TV and Wireless Multimedia Communications,,,39-53,2023,Springer Nature Singapore Singapore
"Gao, Shiqi; Duan, Huiyu; Li, Xinyue; Fu, Kang; Peng, Yicong; Xu, Qihang; Chang, Yuanyuan; Wang, Jia; Min, Xiongkuo; Zhai, Guangtao; ",Quality-guided skin tone enhancement for portrait photography,IEEE Transactions on Multimedia,,,,2024,IEEE
"Ren, Xiaoyu; Bai, Yuanchen; Duan, Huiyu; Fan, Lei; Fei, Erkang; Wu, Geer; Ray, Pradeep; Hu, Menghan; Yan, Chenyuan; Zhai, Guangtao; ",ChatASD: LLM-based AI therapist for ASD,International Forum on Digital TV and Wireless Multimedia Communications,,,312-324,2023,Springer Nature Singapore Singapore
"Fu, Jun; Zhou, Wei; Jiang, Qiuping; Liu, Hantao; Zhai, Guangtao; ",Vision-language consistency guided multi-modal prompt learning for blind ai generated image quality assessment,IEEE Signal Processing Letters,31,,1820-1824,2024,IEEE
"Jing, Hongyi; Liu, Jiannan; Han, Jing; Zhai, Guangtao; ",A Multimodal Registration and Fusion Diagnostic System Based on Multi-scale Feature,International Forum on Digital TV and Wireless Multimedia Communications,,,353-368,2023,Springer Nature Singapore Singapore
"Jia, Ziheng; Min, Xiongkuo; Sun, Wei; Zhai, Guangtao; ",Continuous and overall quality of experience evaluation for streaming video based on rich features exploration and dual-stage attention,IEEE Transactions on Circuits and Systems for Video Technology,34,11,11709-11723,2024,IEEE
"Jia, Jun; Gao, Zhongpai; Yang, Yiwei; Sun, Wei; Zhu, Dandan; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",Hidden Barcode in Sub-Images with Invisible Locating Marker,"ACM Transactions on Multimedia Computing, Communications and Applications",20,10,1-24,2024,"ACM New York, NY"
"Gao, Hengjian; Zhang, Kaiwei; Sun, Wei; Li, Chunyi; Duan, Huiyu; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",PrefIQA: Human preference learning for AI-generated image quality assessment,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-5,2024,IEEE
"Huang, Fan; Min, Xiongkuo; Cao, Yuqin; Zhang, Xiao-Ping; Zhai, Guangtao; ",Multidimensional Similarity Fusion for Speech Quality Assessment,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-5,2024,IEEE
"Gao, Yixuan; Min, Xiongkuo; Liu, Xiaohong; Sun, Lei; Luo, Yonglin; Cao, Zuowei; Zhai, Guangtao; ",Calculating Color Differences of Images via Siamese Neural Network,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-5,2024,IEEE
"Jia, Ziheng; Min, Xiongkuo; Zhai, Guangtao; ",DSA-QoE: Quality of Experience Evaluation for Streaming Video Based on Dual-Stage Attention,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-5,2024,IEEE
"Li, Chunyi; Zhang, Zicheng; Wu, Haoning; Zhang, Kaiwei; Bai, Lei; Liu, Xiaohong; Zhai, Guangtao; Lin, Weisi; ",Paps-ovqa: Projection-aware patch sampling for omnidirectional video quality assessment,2024 IEEE International Symposium on Circuits and Systems (ISCAS),,,1-5,2024,IEEE
"Yang, Yiwei; Liu, Zheyuan; Jia, Jun; Gao, Zhongpai; Li, Yunhao; Sun, Wei; Liu, Xiaohong; Zhai, Guangtao; ",DiffStega: towards universal training-free coverless image steganography with diffusion models,arXiv preprint arXiv:2407.10459,,,,2024,
"Zhou, Han; Dong, Wei; Liu, Xiaohong; Liu, Shuaicheng; Min, Xiongkuo; Zhai, Guangtao; Chen, Jun; ",Glare: Low light image enhancement via generative latent feature based codebook retrieval,European Conference on Computer Vision,,,36-54,2024,Springer Nature Switzerland Cham
"Wang, Ruiyi; Li, Wenhao; Liu, Xiaohong; Li, Chunyi; Zhang, Zicheng; Min, Xiongkuo; Zhai, Guangtao; ",HazeClip: Towards language guided real-world image dehazing,"ICASSP 2025-2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,1-5,2025,IEEE
"Liu, Zijia; Tan, Kexin; Zhang, Haiyang; Sun, Jing; Li, Yinwei; Fang, Sijie; Li, Jipeng; Song, Xuefei; Zhou, Huifang; Zhai, Guangtao; ",CT-based artificial intelligence prediction model for ocular motility score of thyroid eye disease,Endocrine,86,3,1055-1064,2024,Springer US New York
"Wu, Sijing; Li, Yunhao; Yan, Yichao; Duan, Huiyu; Liu, Ziwei; Zhai, Guangtao; ",Mmhead: Towards fine-grained multi-modal 3d facial animation,Proceedings of the 32nd ACM International Conference on Multimedia,,,7966-7975,2024,
"Liu, Yun; Li, Sifan; Duan, Huiyu; Zhou, Yu; Fan, Daoxin; Zhai, Guangtao; ",Multi-task Guided Blind Omnidirectional Image Quality Assessment with Feature Interaction,IEEE Transactions on Circuits and Systems for Video Technology,,,,2025,IEEE
"Fan, Yu; You, Mengxiang; Ge, Jieyu; Zhai, Guangtao; Wang, Sijia; ",Segmentation and Feature Extraction of Fingernail Plate and Lunula Based on Deep Learning,bioRxiv,,,2024.07. 26.605289,2024,Cold Spring Harbor Laboratory
"Zhou, Yingjie; Zhang, Zicheng; Sun, Wei; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",Subjective and objective quality-of-experience assessment for 3d talking heads,Proceedings of the 32nd ACM International Conference on Multimedia,,,6033-6042,2024,
"Wu, Haoning; Wu, Xiele; Li, Chunyi; Zhang, Zicheng; Chen, Chaofeng; Liu, Xiaohong; Zhai, Guangtao; Lin, Weisi; ",T2I-Scorer: Quantitative evaluation on text-to-image generation via fine-tuned large multi-modal models,Proceedings of the 32nd ACM International Conference on Multimedia,,,3676-3685,2024,
"Li, Chunyi; Wu, Haoning; Hao, Hongkun; Zhang, Zicheng; Kou, Tengchuan; Chen, Chaofeng; Liu, Xiaohong; BAI, LEI; Lin, Weisi; Zhai, Guangtao; ",G-refine: A general refiner for text-to-image generation,ACM Multimedia 2024,,,,2024,
"Cao, Yuqin; Min, Xiongkuo; Gao, Yixuan; Sun, Wei; Ye, Long; Lin, Weisi; Zhai, Guangtao; ","UNQA: Unified no-reference quality assessment for audio, image, video, and audio-visual content",IEEE Transactions on Circuits and Systems for Video Technology,,,,2025,IEEE
"Duan, Huiyu; Min, Xiongkuo; Wu, Sijing; Shen, Wei; Zhai, Guangtao; ",Uniprocessor: a text-induced unified low-level image processor,"European Conference on Computer Vision, 180-199",,,,2024,
"Zhu, Xilei; Yang, Liu; Duan, Huiyu; Min, Xiongkuo; Zhai, Guangtao; Le Callet, Patrick; ",ESIQA: Perceptual Quality Assessment of Vision-Pro-based Egocentric Spatial Images,IEEE Transactions on Visualization and Computer Graphics,,,,2025,IEEE
"Zhang, Zhichao; Li, Xinyue; Sun, Wei; Jia, Jun; Min, Xiongkuo; Zhang, Zicheng; Li, Chunyi; Chen, Zijian; Wang, Puyi; Ji, Zhongpeng; ",Benchmarking aigc video quality assessment: A dataset and unified model,arXiv e-prints,,,arXiv: 2407.21408,2024,
"Ji, Kaiyuan; Han, Jing; Zhai, Guangtao; Liu, Jiannan; ",Assessing the Capabilities of Generative Pretrained Transformer-4 in Addressing Open-Ended Inquiries of Oral Cancer,International Dental Journal,75,1,158-165,2025,Elsevier
"Shu, Qin; Pang, Jiali; Liu, Zijia; Liang, Xiaoyi; Chen, Moxin; Tao, Zhuoran; Liu, Qianwen; Guo, Yonglin; Yang, Xuefeng; Ding, Jinru; ",Artificial Intelligence for early detection of pediatric eye diseases using mobile photos,JAMA Network Open,7,8,e2425124-e2425124,2024,American Medical Association
"Cao, Linhan; Sun, Wei; Min, Xiongkuo; Jia, Jun; Zhang, Zicheng; Chen, Zijian; Zhu, Yucheng; Liu, Lizhou; Chen, Qiubo; Chen, Jing; ",SG-JND: Semantic-guided just noticeable distortion predictor for image compression,2024 IEEE International Conference on Image Processing (ICIP),,,1139-1145,2024,IEEE
"Liu, Jing; Li, Xin; Zhang, Jiaqi; Zhai, Guangtao; Su, Yuting; Zhang, Yuyi; Wang, Bo; ",Duration-aware and mode-aware micro-expression spotting for long video sequences,Signal Processing: Image Communication,129,,117192,2024,Elsevier
"Wang, Pengfei; Duan, Huiyu; Xie, Zongyi; Min, Xiongkuo; Zhai, Guangtao; ",Subjective and objective quality assessment for augmented reality images,IEEE Open Journal on Immersive Displays,,,,2024,IEEE
"Zhu, Yuxin; Duan, Huiyu; Zhang, Kaiwei; Zhu, Yucheng; Zhu, Xilei; Teng, Long; Min, Xiongkuo; Zhai, Guangtao; ",How Does Audio Influence Visual Attention in Omnidirectional Videos? Database and Model,IEEE Transactions on Image Processing,,,,2025,IEEE
"Chen, Haiwen; Qu, Zhiyuan; Tian, Yuan; Jiang, Ning; Qin, Yuan; Gao, Jie; Zhang, Ruoyan; Ma, Yanning; Jin, Zuolin; Zhai, Guangtao; ",A cross-temporal multimodal fusion system based on deep learning for orthodontic monitoring,Computers in Biology and Medicine,180,,109025,2024,Pergamon
"Smirnov, Maksim; Gushchin, Aleksandr; Antsiferova, Anastasia; Vatolin, Dmitry; Timofte, Radu; Jia, Ziheng; Zhang, Zicheng; Sun, Wei; Qian, Jiaying; Cao, Yuqin; ",AIM 2024 challenge on compressed video quality assessment: methods and results,European Conference on Computer Vision,,,212-228,2024,Springer Nature Switzerland Cham
"Xu, Xueyuan; Liu, Jianhong; Li, Ziyu; Zhai, Guangtao; Wu, Xia; ",基于正交回归和特征加权的脑电情感特征选择方法,Scientia Sinica Informationis,53,1,33-45,2023,Science Press
"Ge, Qihang; Sun, Wei; Zhang, Yu; Li, Yunhao; Ji, Zhongpeng; Sun, Fengyu; Jui, Shangling; Min, Xiongkuo; Zhai, Guangtao; ",LMM-VQA: Advancing video quality assessment with large multimodal models,IEEE Transactions on Circuits and Systems for Video Technology,,,,2025,IEEE
"Liu, Jing; Li, Qingying; Min, Xiongkuo; Su, Yuting; Zhai, Guangtao; Yang, Xiaokang; ",Pixel-Learnable 3DLUT With Saturation-Aware Compensation for Image Enhancement,IEEE Transactions on Multimedia,,,,2024,IEEE
"Zhang, Zicheng; Zhou, Yingjie; Li, Chunyi; Zhao, Baixuan; Liu, Xiaohong; Zhai, Guangtao; ",Quality assessment in the era of large models: A survey,"ACM Transactions on Multimedia Computing, Communications and Applications",21,7,1-31,2025,"ACM New York, NY"
"Luo, Siqi; Xin, Yi; Du, Yuntao; Tan, Tao; Zhai, Guangtao; Liu, Xiaohong; ",Enhancing test time adaptation with few-shot guidance,arXiv preprint arXiv:2409.01341,,,,2024,
"Gu, Ke; Liu, Hongyan; Liu, Yuchen; Qiao, Junfei; Zhai, Guangtao; Zhang, Wenjun; ",Perceptual information fidelity for quality estimation of industrial images,IEEE Transactions on Circuits and Systems for Video Technology,,,,2024,IEEE
"Sun, Wei; Zhang, Weixia; Cao, Yuqin; Cao, Linhan; Jia, Jun; Chen, Zijian; Zhang, Zicheng; Min, Xiongkuo; Zhai, Guangtao; ","Assessing uhd image quality from aesthetics, distortions, and saliency",European Conference on Computer Vision,,,109-126,2024,Springer Nature Switzerland Cham
"Min, Xiongkuo; Gao, Yixuan; Cao, Yuqin; Zhai, Guangtao; Zhang, Wenjun; Sun, Huifang; Chen, Chang Wen; ",Exploring rich subjective quality information for image quality assessment in the wild,IEEE Transactions on Circuits and Systems for Video Technology,,,,2025,IEEE
"Zhou, Yingjie; Zhang, Zicheng; Wen, Farong; Jia, Jun; Jiang, Yanwei; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",3DGCQA: A quality assessment database for 3D AI-generated contents,"ICASSP 2025-2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,1-5,2025,IEEE
"Sun, Yinan; Zhang, Zicheng; Wu, Haoning; Liu, Xiaohong; Lin, Weisi; Zhai, Guangtao; Min, Xiongkuo; ",Explore the hallucination on low-level perception for MLLMs,"ICASSP 2025-2025 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,1-5,2025,IEEE
"Pan, Yongyang; Liu, Xiaohong; Luo, Siqi; Xin, Yi; Guo, Xiao; Liu, Xiaoming; Min, Xiongkuo; Zhai, Guangtao; ",Towards Effective User Attribution for Latent Diffusion Models via Watermark-Informed Blending,arXiv preprint arXiv:2409.10958,,,,2024,
"Tian, Yuan; Lu, Guo; Zhai, Guangtao; ",Free-VSC: Free semantics from visual foundation models for unsupervised video semantic compression,European Conference on Computer Vision,,,163-183,2024,Springer Nature Switzerland Cham
"Chen, Jiajie; Ma, Bitao; Hu, Menghan; Zhai, Guangtao; Sun, Wendell Q; Yang, Simon X; ",Objective Bi-Modal Assessment of Knee Osteoarthritis Severity Grades: Model and Mechanism,IEEE Transactions on Instrumentation and Measurement,,,,2024,IEEE
"Moskalenko, Andrey; Bryncev, Alexey; Vatolin, Dmitry; Timofte, Radu; Zhan, Gen; Yang, Li; Tang, Yunlong; Liao, Yiting; Lin, Jiongzhi; Huang, Baitao; ",AIM 2024 challenge on video saliency prediction: Methods and results,European Conference on Computer Vision,,,178-194,2024,Springer Nature Switzerland Cham
"Wu, Haoning; Zhu, Hanwei; Zhang, Zicheng; Zhang, Erli; Chen, Chaofeng; Liao, Liang; Li, Chunyi; Wang, Annan; Sun, Wenxiu; Yan, Qiong; ",Towards Open-ended Visual Quality Comparison Supplementary Material,,,,,,
"Zhu, Zehao; Sun, Wei; Jia, Jun; Wu, Wei; Deng, Sibin; Li, Kai; Chen, Ying; Min, Xiongkuo; Wang, Jia; Zhai, Guangtao; ",Subjective and Objective Quality-of-Experience Evaluation Study for Live Video Streaming,arXiv preprint arXiv:2409.17596,,,,2024,
"Tang, Long; Yuan, Liang; Zheng, Guoquan; Wang, Zesheng; Zhai, Guangtao; ",DTSN: No-reference image quality assessment via deformable transformer and semantic network,2024 IEEE International Conference on Image Processing (ICIP),,,1207-1211,2024,IEEE
"Zhang, Zicheng; Jia, Ziheng; Wu, Haoning; Li, Chunyi; Chen, Zijian; Zhou, Yingjie; Sun, Wei; Liu, Xiaohong; Min, Xiongkuo; Lin, Weisi; ",Q-Bench-Video: Benchmark the Video Quality Understanding of LMMs,Proceedings of the Computer Vision and Pattern Recognition Conference,,,3229-3239,2025,
"Li, Yunhao; Wu, Sijing; Zhu, Yucheng; Sun, Wei; Zhang, Zhichao; Song, Song; ",SAMR: Symmetric masked multimodal modeling for general multi-modal 3D motion retrieval,Displays,87,,102987,2025,Elsevier
"Tang, Long; Han, Yongming; Yuan, Liang; Zhai, Guangtao; ",FsPN: Blind Image Quality Assessment Based on Feature-Selected Pyramid Network,IEEE Signal Processing Letters,,,,2024,IEEE
"Molodetskikh, Ivan; Borisov, Artem; Vatolin, Dmitriy; Timofte, Radu; Liu, Jianzhao; Zhi, Tianwu; Zhang, Yabin; Li, Yang; Xu, Jingwen; Liao, Yiting; ",AIM 2024 challenge on video super-resolution quality assessment: Methods and results,European Conference on Computer Vision,,,160-177,2024,Springer Nature Switzerland Cham
"Ge, Jieyu; You, Mengxiang; Fan, Yu; Zhou, Yong; Jin, Li; Zhai, Guangtao; Liu, Fan; Wang, Sijia; ",Genetic Loci Associated with Nail Plate Morphology in East Asian Populations,Journal of Investigative Dermatology,145,4,969-972. e9,2025,Elsevier
"Li, Chunyi; Zhang, Jianbo; Zhang, Zicheng; Wu, Haoning; Tian, Yuan; Sun, Wei; Lu, Guo; Min, Xiongkuo; Liu, Xiaohong; Lin, Weisi; ",R-bench: Are your large multimodal model robust to real-world corruptions?,IEEE Journal of Selected Topics in Signal Processing,,,,2025,IEEE
"Zhang, Nana; Xiong, Min; Zhu, Dandan; Zhu, Kun; Zhai, Guangtao; Yang, Xiaokang; ",Audio-Visual Saliency Prediction Model with Implicit Neural Representation,"ACM Transactions on Multimedia Computing, Communications and Applications",21,4,1-23,2025,"ACM New York, NY"
"Yin, Haibing; Wang, Xia; Zhai, Guangtao; Zhou, Xiaofei; Yan, Chenggang; ",Content adaptive JND profile by leveraging HVS inspired channel modeling and perception oriented energy allocation optimization,Signal Processing,227,,109734,2025,Elsevier
"Teng, Long; Zhai, Guangtao; Wu, Yongpeng; Min, Xiongkuo; Feng, Biqian; Zhu, Yucheng; Zhang, Wenjun; ",Time-Smooth Wireless Transmission of Probabilistic Slicing VR 360 Video in MISO-OFDM Systems,IEEE Transactions on Communications,,,,2024,IEEE
"Li, Xinyue; Duan, Huiyu; Wang, Jia; Liu, Xiaohong; Chen, Yitong; Zhai, Guangtao; ",Situation-adaptive neural network for fast pre-computing image enhancement,Science China Information Sciences,2,,,2025,Science China Press Beijing
"Gao, Yixuan; Min, Xiongkuo; Cao, Yuqin; Liu, Xiaohong; Zhai, Guangtao; ",No-reference image quality assessment: Obtain mos from image quality score distribution,IEEE Transactions on Circuits and Systems for Video Technology,,,,2024,IEEE
"Yao, Xincheng; Chen, Zixin; Gao, Chao; Zhai, Guangtao; Zhang, Chongyang; ",Resad: A simple framework for class generalizable anomaly detection,Advances in Neural Information Processing Systems,37,,125287-125311,2024,
"Zhai, Guangtao; Duan, Huiyu; Ren, Xiaoyu; Ray, Pradeep Kumar; ",Intelligent Eye-Tracking for the Early Diagnosis of Autism: A Mental Health Disaster with Families,Technology Innovation for Sustainable Development of Healthcare and Disaster Management,,,247-266,2024,Springer Nature Singapore Singapore
"Chen, Wu; Jiang, Qiuping; Zhou, Wei; Shao, Feng; Zhai, Guangtao; Lin, Weisi; ",No-reference point cloud quality assessment via graph convolutional network,IEEE Transactions on Multimedia,,,,2024,IEEE
"Song, Xiufeng; Guo, Xiao; Zhang, Jiache; Li, Qirui; Bai, Lei; Liu, Xiaoming; Zhai, Guangtao; Liu, Xiaohong; ",On learning multi-modal forgery representation for diffusion generated video detection,Advances in Neural Information Processing Systems,37,,122054-122077,2024,
"Jia, Ziheng; Zhang, Zicheng; Qian, Jiaying; Wu, Haoning; Sun, Wei; Li, Chunyi; Liu, Xiaohong; Lin, Weisi; Zhai, Guangtao; Min, Xiongkuo; ",Vqa2: visual question answering for video quality assessment,Proceedings of the 33rd ACM International Conference on Multimedia,,,6751-6760,2025,
"Niu, Chenrui; Ying, Xiayang; Pei, Gan; Hu, Menghan; Zhai, Guangtao; ",Review of the deep learning for food image processing,International Journal of Agricultural and Biological Engineering,17,5,15-30,2024,
"Cui, Xuehao; Wu, Guangyang; Gan, Zhenghao; Zhai, Guangtao; Liu, Xiaohong; ","Face2QR: A unified framework for aesthetic, face-preserving, and scannable QR code generation",Advances in Neural Information Processing Systems,37,,29142-29165,2024,
"Zhou, Yingjie; Zhang, Zicheng; Cao, Jiezhang; Jia, Jun; Jiang, Yanwei; Wen, Farong; Liu, Xiaohong; Min, Xiongkuo; Zhai, Guangtao; ",MEMO-Bench: A Multiple Benchmark for Text-to-Image and Multimodal Large Language Models on Human Emotion Analysis,arXiv preprint arXiv:2411.11235,,,,2024,
"Zhang, Zhichao; Sun, Wei; Li, Xinyue; Li, Yunhao; Ge, Qihang; Jia, Jun; Zhang, Zicheng; Ji, Zhongpeng; Sun, Fengyu; Jui, Shangling; ",Human-activity AGV quality assessment: A benchmark dataset and an objective evaluation metric,Proceedings of the 33rd ACM International Conference on Multimedia,,,6771-6780,2025,
"Liu, Jing; Li, Xin; Zhai, Guangtao; ",An overview of bit-depth enhancement: Algorithm datasets and evaluation,Displays,86,,102896,2025,Elsevier
"Wang, Jiarui; Duan, Huiyu; Zhai, Guangtao; Wang, Juntong; Min, Xiongkuo; ",AIGV-assessor: benchmarking and evaluating the perceptual quality of text-to-video generation with LMM,Proceedings of the Computer Vision and Pattern Recognition Conference,,,18869-18880,2025,
