Sample,Sample Type,Carbonate Type,Location,Latitude,Longitude,Altitude（m）,Age(Ma),Age1(Ma),Period,Stage,Soil depth(cm),Burial depth（m）,N,δ13C,δ18O mineral,Δ47 Ghosh,Δ47 ARF,Temperature,δ18O water,Δ47Diagenetic alteration,reference
BU1-4,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,137–140,,5,,-5.90 ± 0.04,0.685 ± 0.002,,,-7.6 ± 0.1,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-5,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,249–251,,5,,-5.80 ± 0.12,0.676 ± 0.005,,,-7.6 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-6,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,347–351,,5,,-5.31 ± 0.02,0.679 ± 0.003,,,-6.9 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-7,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,388–392,,5,,-5.32 ± 0.07,0.678 ± 0.008,,,-6.9 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-8,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,502–504,,6,,-6.16 ± 0.11,0.681 ± 0.007,,,-7.6 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-9,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,565–570,,5,,-5.76 ± 0.08,0.693 ± 0.002,,,-7.0 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU1-10,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.12,0.12,Quaternary,Holocene,~670,,5,,-5.91 ± 0.02,0.671 ± 0.007,,,-7.5 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-1,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,0–0.5,,5,,-5.57 ± 0.14,0.668 ± 0.007,,,-7.6 ± 0.2,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-2,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,11–13.5,,5,,-5.07 ± 0.04,0.677 ± 0.003,,,-7.0 ± 0.1,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-3,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,20–28,,5,,-5.74 ± 0.06,0.671 ± 0.003,,,-7.8 ± 0.2,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-4,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,38–42,,6,,-6.14 ± 0.04,0.669 ± 0.007,,,-8.2 ± 0.2,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-5,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,42–45,,5,,-5.92 ± 0.07,0.677 ± 0.006,,,-7.8 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-6,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,91–94,,5,,-5.73 ± 0.11,0.667 ± 0.004,,,-7.5 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-7,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,94–96,,5,,-5.67 ± 0.05,0.676 ± 0.004,,,-7.3 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-8,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,135–140,,5,,-6.05 ± 0.06,0.692 ± 0.005,,,-7.4 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU4-9,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,210–214,,5,,-6.13 ± 0.05,0.705 ± 0.005,,,-7.4 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU2-1,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,50,,5,,-6.10 ± 0.07,0.674 ± 0.007,,,-9.3 ± 0.7,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU2-2,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,70,,5,,-6.04 ± 0.06,0.669 ± 0.005,,,-9.8 ± 0.8,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU2-3,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.05,0.05,Quaternary,Holocene,225,,6,,-5.42 ± 0.06,0.702 ± 0.007,,,-8.7 ± 0.6,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU2-4,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.05,0.05,Quaternary,Holocene,250,,5,,-5.58 ± 0.12,0.696 ± 0.007,,,-8.9 ± 0.6,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-1,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,9–12,,5,,-5.64 ± 0.09,0.667 ± 0.005,,,-9.6 ± 0.7,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-2,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,22–26,,6,,-5.80 ± 0.07,0.663 ± 0.005,,,-9.9 ± 0.7,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-3,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,modern,0,Quaternary,Holocene,42–46,,6,,-5.64 ± 0.05,0.663 ± 0.004,,,-9.7 ± 0.6,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-4,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.05,0.05,Quaternary,Holocene,56–63,,5,,-4.70 ± 0.04,0.692 ± 0.005,,,-8.2 ± 0.6,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-5,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.128,0.128,Quaternary,Holocene,68–70,,6,,-6.03 ± 0.05,0.662 ± 0.008,,,-7.8 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-6,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.129,0.129,Quaternary,Holocene,72–75,,5,,-5.62 ± 0.05,0.668 ± 0.003,,,-7.2 ± 0.3,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
BU-UWE-7,stalagmite,Calcite,Rhenish Slate Mountains(Germany),51.22 ,7.40 ,low elevation,0.139,0.139,Quaternary,Holocene,75–80,,6,,-6.27 ± 0.18,0.676 ± 0.011,,,-7.7 ± 0.4,NA,"Kluge, T., Affek, H.P., Marx, T., Aeschbach-Hertig, W., Riechelmann, D.F.C., Scholz, D., Riechelmann, S., Immenhauser, A., Richter, D.K., Fohlmeister, J., Wackerbarth, A., Mangini, A., Spötl, C., 2013. Reconstruction of drip-water &delta;18O based on calcite oxygen and clumped isotopes of speleothems from Bunker Cave (Germany). Clim. Past 9, 377-391."
TBC S2,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,32.41,32.41,Paleogene,Priabonian,/,/,4,-4.00 ,-0.20 ,,0.717 ,24.00 ,0.90 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
BOULD S5,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,33.25,33.25,Paleogene,Priabonian,/,/,3,-0.70 ,-0.10 ,,0.735 ,20.00 ,-1.20 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
BOULD S1,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,33.71,33.71,Paleogene,Priabonian,/,/,5,-3.70 ,-1.20 ,,0.679 ,32.00 ,1.50 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
HAM S13,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,33.75,33.75,Paleogene,Priabonian,/,/,2,-3.10 ,-1.00 ,,0.725 ,22.00 ,-0.30 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
HAM S5,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,33.84,33.84,Paleogene,Priabonian,/,/,2,-2.90 ,-1.50 ,,0.676 ,33.00 ,1.30 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
HAM S7,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,34.05,34.05,Paleogene,Priabonian,/,/,3,-4.20 ,-0.90 ,,0.681 ,32.00 ,1.70 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
HAM S-2,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,34.16,34.16,Paleogene,Priabonian,/,/,3,-3.00 ,-2.10 ,,0.697 ,28.00 ,0.00 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
BEMB S3,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,34.37,34.37,Paleogene,Priabonian,/,/,2,-3.50 ,0.10 ,,0.671 ,34.00 ,3.10 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
SCO S4,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,34.8,34.8,Paleogene,Priabonian,/,/,2,-3.40 ,-2.50 ,,0.693 ,29.00 ,-0.40 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
SCO S6,Gastropod,Aragonite,"Isle of Wight, United Kingdom",50.67 ,-1.27 ,/,35,35,Paleogene,Priabonian,/,/,4,-4.40 ,-1.70 ,,0.682 ,31.00 ,0.70 ,0,"Hren, M.T., Sheldon, N.D., Grimes, S.T., Collinson, M.E., Hooker, J.J., Bugler, M., Lohmann, K.C., 2013. Terrestrial cooling in Northern Europe during the Eocene-Oligocene transition. Proceedings of the National Academy of Sciences."
M1,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,2,-8.90 ,27.30 ,0.636 ± 0.009,,27.3 ± 2.1,-1.5 ± 0.5,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M2,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,2,-8.20 ,28.10 ,0.587 ± 0.010,,39.3 ± 2.6,1.6 ± 0.8,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M3,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,2,-6.80 ,27.70 ,0.603 ± 0.029,,35.1 ± 7.0,0.5 ± 1.9,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M4,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-7.40 ,30.60 ,0.623 ± 0.011,,30.4 ± 2.5,2.4 ± 0.7,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M5,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-8.80 ,29.40 ,0.605 ± 0.011,,34.7 ± 2.6,2.1 ± 0.7,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M6,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-7.70 ,30.10 ,0.619 ± 0.014,,31.3 ± 3.2,2.1 ± 0.8,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M7,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-6.70 ,30.90 ,0.628 ± 0.013,,29.1 ± 3.0,2.4 ± 0.8,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M8,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-5.00 ,24.60 ,0.617 ± 0.012,,31.7 ± 2.8,-3.2 ± 0.7,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
M9,gastropod specimens,Aragonite,Chinese Loess Plateau at Puxian in Shanxi Province,36.42 ,111.47 ,1148,0,0,Quaternary,Holocene,,,1,-7.80 ,28.00 ,0.622 ± 0.007,,30.5 ± 1.7,-0.1 ± 0.4,0,"Eagle, R.A., Risi, C., Mitchell, J.L., Eiler, J.M., Seibt, U., Neelin, J.D., Li, G., Tripati, A.K., 2013. High regional climate sensitivity over continental China constrained by glacial-recent changes in temperature and the hydrological cycle. Proceedings of the National Academy of Sciences."
